reportyear,geotype,geotypevalue,geoname,region_code,region_name,strata_level_name_code,strata_level_name,numerator,denominator,rate,quotient,ca_rr,dof_population
2000,CO,6081,San Mateo,1,Bay Area,1,Aggravated assault,1234,707161,,0.1745005734,,707163
2000,CO,6081,San Mateo,1,Bay Area,2,Forcible rape,148,707161,,0.02092875597,,707163
2000,CO,6081,San Mateo,1,Bay Area,3,Murder and non-negligent manslaughter,10,707161,,0.001414105133,,707163
2000,CO,6081,San Mateo,1,Bay Area,4,Robbery,599,707161,,0.08470489747,,707163
2000,CO,6081,San Mateo,1,Bay Area,5,Violent crime total,1991,707161,2.81548332,0.281548332,0.452832138,707163
2000,CO,6083,Santa Barbara,12,Santa Barbara,1,Aggravated assault,995,399347,,0.2491567484,,399347
2000,CO,6083,Santa Barbara,12,Santa Barbara,2,Forcible rape,117,399347,,0.02929782871,,399347
2000,CO,6083,Santa Barbara,12,Santa Barbara,3,Murder and non-negligent manslaughter,10,399347,,0.002504087924,,399347
2000,CO,6083,Santa Barbara,12,Santa Barbara,4,Robbery,190,399347,,0.04757767055,,399347
2000,CO,6083,Santa Barbara,12,Santa Barbara,5,Violent crime total,1312,399347,3.285363356,0.3285363356,0.528405941,399347
2000,CO,6085,Santa Clara,1,Bay Area,1,Aggravated assault,5650,1682585,,0.3357928426,,1682585
2000,CO,6085,Santa Clara,1,Bay Area,2,Forcible rape,488,1682585,,0.02900299242,,1682585
2000,CO,6085,Santa Clara,1,Bay Area,3,Murder and non-negligent manslaughter,34,1682585,,0.002020700292,,1682585
2000,CO,6085,Santa Clara,1,Bay Area,4,Robbery,1054,1682585,,0.06264170904,,1682585
2000,CO,6085,Santa Clara,1,Bay Area,5,Violent crime total,7226,1682585,4.294582443,0.4294582443,0.690725084,1682585
2000,CO,6087,Santa Cruz,4,Monterey Bay,1,Aggravated assault,905,255602,,0.3540660871,,255602
2000,CO,6087,Santa Cruz,4,Monterey Bay,2,Forcible rape,102,255602,,0.03990579103,,255602
2000,CO,6087,Santa Cruz,4,Monterey Bay,3,Murder and non-negligent manslaughter,8,255602,,0.003129865963,,255602
2000,CO,6087,Santa Cruz,4,Monterey Bay,4,Robbery,171,255602,,0.06690088497,,255602
2000,CO,6087,Santa Cruz,4,Monterey Bay,5,Violent crime total,1186,255602,4.640026291,0.4640026291,0.746285021,255602
2000,CO,6089,Shasta,13,Shasta,1,Aggravated assault,631,163256,,0.386509531,,163256
2000,CO,6089,Shasta,13,Shasta,2,Forcible rape,115,163256,,0.07044151517,,163256
2000,CO,6089,Shasta,13,Shasta,3,Murder and non-negligent manslaughter,3,163256,,0.001837604743,,163256
2000,CO,6089,Shasta,13,Shasta,4,Robbery,76,163256,,0.0465526535,,163256
2000,CO,6089,Shasta,13,Shasta,5,Violent crime total,825,163256,5.053413045,0.5053413045,0.812772649,163256
2000,CO,6091,Sierra,6,Northeast Sierra,1,Aggravated assault,4,3555,,0.1125175809,,3555
2000,CO,6091,Sierra,6,Northeast Sierra,2,Forcible rape,,3555,,0,,3555
2000,CO,6091,Sierra,6,Northeast Sierra,3,Murder and non-negligent manslaughter,,3555,,0,,3555
2000,CO,6091,Sierra,6,Northeast Sierra,4,Robbery,,3555,,0,,3555
2000,CO,6091,Sierra,6,Northeast Sierra,5,Violent crime total,4,3555,1.125175809,0.1125175809,0.180969201,3555
2000,CO,6093,Siskiyou,6,Northeast Sierra,1,Aggravated assault,113,44301,,0.2550732489,,44301
2000,CO,6093,Siskiyou,6,Northeast Sierra,2,Forcible rape,15,44301,,0.03385928083,,44301
2000,CO,6093,Siskiyou,6,Northeast Sierra,3,Murder and non-negligent manslaughter,1,44301,,0.002257285389,,44301
2000,CO,6093,Siskiyou,6,Northeast Sierra,4,Robbery,11,44301,,0.02483013927,,44301
2000,CO,6093,Siskiyou,6,Northeast Sierra,5,Violent crime total,140,44301,3.160199544,0.3160199544,0.508275047,44301
2000,CO,6095,Solano,1,Bay Area,1,Aggravated assault,1638,394542,,0.4151649254,,394930
2000,CO,6095,Solano,1,Bay Area,2,Forcible rape,134,394542,,0.03396343102,,394930
2000,CO,6095,Solano,1,Bay Area,3,Murder and non-negligent manslaughter,21,394542,,0.005322627249,,394930
2000,CO,6095,Solano,1,Bay Area,4,Robbery,711,394542,,0.1802089511,,394930
2000,CO,6095,Solano,1,Bay Area,5,Violent crime total,2504,394542,6.346599348,0.6346599348,1.020764049,394930
2000,CO,6097,Sonoma,1,Bay Area,1,Aggravated assault,939,458614,,0.2047473474,,458614
2000,CO,6097,Sonoma,1,Bay Area,2,Forcible rape,167,458614,,0.03641406499,,458614
2000,CO,6097,Sonoma,1,Bay Area,3,Murder and non-negligent manslaughter,11,458614,,0.002398531227,,458614
2000,CO,6097,Sonoma,1,Bay Area,4,Robbery,239,458614,,0.05211354211,,458614
2000,CO,6097,Sonoma,1,Bay Area,5,Violent crime total,1356,458614,2.956734858,0.2956734858,0.475550524,458614
2000,CO,6099,Stanislaus,10,San Joaquin Valley,1,Aggravated assault,2404,446997,,0.5378112157,,446997
2000,CO,6099,Stanislaus,10,San Joaquin Valley,2,Forcible rape,148,446997,,0.0331098419,,446997
2000,CO,6099,Stanislaus,10,San Joaquin Valley,3,Murder and non-negligent manslaughter,16,446997,,0.003579442368,,446997
2000,CO,6099,Stanislaus,10,San Joaquin Valley,4,Robbery,520,446997,,0.1163318769,,446997
2000,CO,6099,Stanislaus,10,San Joaquin Valley,5,Violent crime total,3088,446997,6.90832377,0.690832377,1.111109771,446997
2000,CO,6101,Sutter,8,Sacramento Area,1,Aggravated assault,191,78930,,0.2419865704,,78930
2000,CO,6101,Sutter,8,Sacramento Area,2,Forcible rape,19,78930,,0.0240719625,,78930
2000,CO,6101,Sutter,8,Sacramento Area,3,Murder and non-negligent manslaughter,2,78930,,0.002533890789,,78930
2000,CO,6101,Sutter,8,Sacramento Area,4,Robbery,51,78930,,0.06461421513,,78930
2000,CO,6101,Sutter,8,Sacramento Area,5,Violent crime total,263,78930,3.332066388,0.3332066388,0.535917488,78930
2000,CO,6103,Tehama,7,Northern Sacramento Valley,1,Aggravated assault,236,56039,,0.4211352808,,56039
2000,CO,6103,Tehama,7,Northern Sacramento Valley,2,Forcible rape,12,56039,,0.02141365835,,56039
2000,CO,6103,Tehama,7,Northern Sacramento Valley,3,Murder and non-negligent manslaughter,5,56039,,0.008922357644,,56039
2000,CO,6103,Tehama,7,Northern Sacramento Valley,4,Robbery,19,56039,,0.03390495905,,56039
2000,CO,6103,Tehama,7,Northern Sacramento Valley,5,Violent crime total,272,56039,4.853762558,0.4853762558,0.780661588,56039
2000,CO,6105,Trinity,5,North Coast,1,Aggravated assault,19,13022,,0.1459069267,,13022
2000,CO,6105,Trinity,5,North Coast,2,Forcible rape,2,13022,,0.01535862387,,13022
2000,CO,6105,Trinity,5,North Coast,3,Murder and non-negligent manslaughter,2,13022,,0.01535862387,,13022
2000,CO,6105,Trinity,5,North Coast,4,Robbery,,13022,,0,,13022
2000,CO,6105,Trinity,5,North Coast,5,Violent crime total,23,13022,1.766241745,0.1766241745,0.284075924,13022
2000,CO,6107,Tulare,10,San Joaquin Valley,1,Aggravated assault,1905,368021,,0.5176335046,,368021
2000,CO,6107,Tulare,10,San Joaquin Valley,2,Forcible rape,125,368021,,0.03396545306,,368021
2000,CO,6107,Tulare,10,San Joaquin Valley,3,Murder and non-negligent manslaughter,17,368021,,0.004619301616,,368021
2000,CO,6107,Tulare,10,San Joaquin Valley,4,Robbery,330,368021,,0.08966879607,,368021
2000,CO,6107,Tulare,10,San Joaquin Valley,5,Violent crime total,2377,368021,6.458870554,0.6458870554,1.038821343,368021
2000,CO,6109,Tuolumne,3,Central/Southeast Sierra,1,Aggravated assault,171,54501,,0.3137557109,,54504
2000,CO,6109,Tuolumne,3,Central/Southeast Sierra,2,Forcible rape,11,54501,,0.02018311591,,54504
2000,CO,6109,Tuolumne,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,2,54501,,0.003669657437,,54504
2000,CO,6109,Tuolumne,3,Central/Southeast Sierra,4,Robbery,18,54501,,0.03302691694,,54504
2000,CO,6109,Tuolumne,3,Central/Southeast Sierra,5,Violent crime total,202,54501,3.706354012,0.3706354012,0.596116553,54504
2000,CO,6111,Ventura,14,Southern California,1,Aggravated assault,1267,753197,,0.1682162834,,753197
2000,CO,6111,Ventura,14,Southern California,2,Forcible rape,156,753197,,0.02071171287,,753197
2000,CO,6111,Ventura,14,Southern California,3,Murder and non-negligent manslaughter,24,753197,,0.003186417365,,753197
2000,CO,6111,Ventura,14,Southern California,4,Robbery,665,753197,,0.08829031449,,753197
2000,CO,6111,Ventura,14,Southern California,5,Violent crime total,2112,753197,2.804047281,0.2804047281,0.450992807,753197
2000,CO,6113,Yolo,8,Sacramento Area,1,Aggravated assault,762,168660,,0.4517965137,,168660
2000,CO,6113,Yolo,8,Sacramento Area,2,Forcible rape,60,168660,,0.03557452864,,168660
2000,CO,6113,Yolo,8,Sacramento Area,3,Murder and non-negligent manslaughter,6,168660,,0.003557452864,,168660
2000,CO,6113,Yolo,8,Sacramento Area,4,Robbery,125,168660,,0.07411360133,,168660
2000,CO,6113,Yolo,8,Sacramento Area,5,Violent crime total,953,168660,5.650420965,0.5650420965,0.90879324,168660
2000,CO,6115,Yuba,8,Sacramento Area,1,Aggravated assault,261,60219,,0.4334180242,,60219
2000,CO,6115,Yuba,8,Sacramento Area,2,Forcible rape,27,60219,,0.04483634733,,60219
2000,CO,6115,Yuba,8,Sacramento Area,3,Murder and non-negligent manslaughter,3,60219,,0.00498181637,,60219
2000,CO,6115,Yuba,8,Sacramento Area,4,Robbery,51,60219,,0.08469087829,,60219
2000,CO,6115,Yuba,8,Sacramento Area,5,Violent crime total,342,60219,5.679270662,0.5679270662,0.913433321,60219
2001,CO,6001,Alameda,1,Bay Area,1,Aggravated assault,4966,1470572,,0.3376917281,,1462124
2001,CO,6001,Alameda,1,Bay Area,2,Forcible rape,495,1470572,,0.03366037161,,1462124
2001,CO,6001,Alameda,1,Bay Area,3,Murder and non-negligent manslaughter,108,1470572,,0.007344081079,,1462124
2001,CO,6001,Alameda,1,Bay Area,4,Robbery,3853,1470572,,0.2620068926,,1462124
2001,CO,6001,Alameda,1,Bay Area,5,Violent crime total,9422,1470572,6.407030734,0.6407030734,1.037969143,1462124
2001,CO,6003,Alpine,3,Central/Southeast Sierra,1,Aggravated assault,7,1230,,0.5691056911,,1231
2001,CO,6003,Alpine,3,Central/Southeast Sierra,2,Forcible rape,1,1230,,0.08130081301,,1231
2001,CO,6003,Alpine,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,,1230,,0,,1231
2001,CO,6003,Alpine,3,Central/Southeast Sierra,4,Robbery,,1230,,0,,1231
2001,CO,6003,Alpine,3,Central/Southeast Sierra,5,Violent crime total,8,1230,6.504065041,0.6504065041,1.053689157,1231
2001,CO,6005,Amador,3,Central/Southeast Sierra,1,Aggravated assault,118,35752,,0.3300514657,,35827
2001,CO,6005,Amador,3,Central/Southeast Sierra,2,Forcible rape,19,35752,,0.05314388006,,35827
2001,CO,6005,Amador,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,,35752,,0,,35827
2001,CO,6005,Amador,3,Central/Southeast Sierra,4,Robbery,4,35752,,0.01118818528,,35827
2001,CO,6005,Amador,3,Central/Southeast Sierra,5,Violent crime total,141,35752,3.94383531,0.394383531,0.638919888,35827
2001,CO,6007,Butte,2,Butte,1,Aggravated assault,405,206947,,0.1957022813,,205767
2001,CO,6007,Butte,2,Butte,2,Forcible rape,81,206947,,0.03914045625,,205767
2001,CO,6007,Butte,2,Butte,3,Murder and non-negligent manslaughter,11,206947,,0.005315370602,,205767
2001,CO,6007,Butte,2,Butte,4,Robbery,132,206947,,0.06378444723,,205767
2001,CO,6007,Butte,2,Butte,5,Violent crime total,629,206947,3.039425553,0.3039425553,0.492401249,205767
2001,CO,6009,Calaveras,3,Central/Southeast Sierra,1,Aggravated assault,105,41308,,0.2541880507,,41408
2001,CO,6009,Calaveras,3,Central/Southeast Sierra,2,Forcible rape,11,41308,,0.02662922436,,41408
2001,CO,6009,Calaveras,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,2,41308,,0.004841677157,,41408
2001,CO,6009,Calaveras,3,Central/Southeast Sierra,4,Robbery,10,41308,,0.02420838578,,41408
2001,CO,6009,Calaveras,3,Central/Southeast Sierra,5,Violent crime total,128,41308,3.09867338,0.309867338,0.501999676,41408
2001,CO,6011,Colusa,7,Northern Sacramento Valley,1,Aggravated assault,48,19153,,0.2506134809,,19102
2001,CO,6011,Colusa,7,Northern Sacramento Valley,2,Forcible rape,1,19153,,0.005221114186,,19102
2001,CO,6011,Colusa,7,Northern Sacramento Valley,3,Murder and non-negligent manslaughter,,19153,,0,,19102
2001,CO,6011,Colusa,7,Northern Sacramento Valley,4,Robbery,6,19153,,0.03132668511,,19102
2001,CO,6011,Colusa,7,Northern Sacramento Valley,5,Violent crime total,55,19153,2.871612802,0.2871612802,0.465214793,19102
2001,CO,6013,Contra Costa,1,Bay Area,1,Aggravated assault,2697,966449,,0.2790628373,,968367
2001,CO,6013,Contra Costa,1,Bay Area,2,Forcible rape,202,966449,,0.02090125811,,968367
2001,CO,6013,Contra Costa,1,Bay Area,3,Murder and non-negligent manslaughter,49,966449,,0.005070107166,,968367
2001,CO,6013,Contra Costa,1,Bay Area,4,Robbery,1439,966449,,0.1488955961,,968367
2001,CO,6013,Contra Costa,1,Bay Area,5,Violent crime total,4387,966449,4.539297987,0.4539297987,0.735387645,968367
2001,CO,6015,Del Norte,5,North Coast,1,Aggravated assault,90,28018,,0.3212220715,,27476
2001,CO,6015,Del Norte,5,North Coast,2,Forcible rape,9,28018,,0.03212220715,,27476
2001,CO,6015,Del Norte,5,North Coast,3,Murder and non-negligent manslaughter,1,28018,,0.003569134128,,27476
2001,CO,6015,Del Norte,5,North Coast,4,Robbery,21,28018,,0.07495181669,,27476
2001,CO,6015,Del Norte,5,North Coast,5,Violent crime total,121,28018,4.318652295,0.4318652295,0.699642004,27476
2001,CO,6017,El Dorado,8,Sacramento Area,1,Aggravated assault,473,159204,,0.2971030879,,161690
2001,CO,6017,El Dorado,8,Sacramento Area,2,Forcible rape,43,159204,,0.02700937162,,161690
2001,CO,6017,El Dorado,8,Sacramento Area,3,Murder and non-negligent manslaughter,5,159204,,0.003140624607,,161690
2001,CO,6017,El Dorado,8,Sacramento Area,4,Robbery,42,159204,,0.0263812467,,161690
2001,CO,6017,El Dorado,8,Sacramento Area,5,Violent crime total,563,159204,3.536343308,0.3536343308,0.572904265,161690
2001,CO,6019,Fresno,10,San Joaquin Valley,1,Aggravated assault,4317,814263,,0.5301726838,,815210
2001,CO,6019,Fresno,10,San Joaquin Valley,2,Forcible rape,307,814263,,0.0377028061,,815210
2001,CO,6019,Fresno,10,San Joaquin Valley,3,Murder and non-negligent manslaughter,61,814263,,0.007491437042,,815210
2001,CO,6019,Fresno,10,San Joaquin Valley,4,Robbery,1693,814263,,0.2079180805,,815210
2001,CO,6019,Fresno,10,San Joaquin Valley,5,Violent crime total,6378,814263,7.832850074,0.7832850074,1.268958589,815210
2001,CO,6021,Glenn,7,Northern Sacramento Valley,1,Aggravated assault,86,26945,,0.3191686769,,26643
2001,CO,6021,Glenn,7,Northern Sacramento Valley,2,Forcible rape,6,26945,,0.02226758211,,26643
2001,CO,6021,Glenn,7,Northern Sacramento Valley,3,Murder and non-negligent manslaughter,,26945,,0,,26643
2001,CO,6021,Glenn,7,Northern Sacramento Valley,4,Robbery,3,26945,,0.01113379106,,26643
2001,CO,6021,Glenn,7,Northern Sacramento Valley,5,Violent crime total,95,26945,3.525700501,0.3525700501,0.57118008,26643
2001,CO,6023,Humboldt,5,North Coast,1,Aggravated assault,382,128869,,0.2964250518,,127532
2001,CO,6023,Humboldt,5,North Coast,2,Forcible rape,55,128869,,0.0426789996,,127532
2001,CO,6023,Humboldt,5,North Coast,3,Murder and non-negligent manslaughter,7,128869,,0.005431872677,,127532
2001,CO,6023,Humboldt,5,North Coast,4,Robbery,100,128869,,0.0775981811,,127532
2001,CO,6023,Humboldt,5,North Coast,5,Violent crime total,544,128869,4.221341052,0.4221341052,0.683877124,127532
2001,CO,6025,Imperial,14,Southern California,1,Aggravated assault,576,145007,,0.3972222031,,144948
2001,CO,6025,Imperial,14,Southern California,2,Forcible rape,33,145007,,0.02275752205,,144948
2001,CO,6025,Imperial,14,Southern California,3,Murder and non-negligent manslaughter,5,145007,,0.003448109402,,144948
2001,CO,6025,Imperial,14,Southern California,4,Robbery,125,145007,,0.08620273504,,144948
2001,CO,6025,Imperial,14,Southern California,5,Violent crime total,739,145007,5.096305696,0.5096305696,0.825625516,144948
2001,CO,6027,Inyo,3,Central/Southeast Sierra,1,Aggravated assault,47,18278,,0.2571397308,,18237
2001,CO,6027,Inyo,3,Central/Southeast Sierra,2,Forcible rape,1,18278,,0.005471058103,,18237
2001,CO,6027,Inyo,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,,18278,,0,,18237
2001,CO,6027,Inyo,3,Central/Southeast Sierra,4,Robbery,4,18278,,0.02188423241,,18237
2001,CO,6027,Inyo,3,Central/Southeast Sierra,5,Violent crime total,52,18278,2.844950213,0.2844950213,0.460895328,18237
2001,CO,6029,Kern,10,San Joaquin Valley,1,Aggravated assault,2304,673941,,0.3418696889,,680034
2001,CO,6029,Kern,10,San Joaquin Valley,2,Forcible rape,191,673941,,0.0283407598,,680034
2001,CO,6029,Kern,10,San Joaquin Valley,3,Murder and non-negligent manslaughter,39,673941,,0.005786856713,,680034
2001,CO,6029,Kern,10,San Joaquin Valley,4,Robbery,741,673941,,0.1099502775,,680034
2001,CO,6029,Kern,10,San Joaquin Valley,5,Violent crime total,3275,673941,4.859475829,0.4859475829,0.787257963,680034
2001,CO,6031,Kings,10,San Joaquin Valley,1,Aggravated assault,256,131867,,0.1941349997,,132326
2001,CO,6031,Kings,10,San Joaquin Valley,2,Forcible rape,21,131867,,0.01592513669,,132326
2001,CO,6031,Kings,10,San Joaquin Valley,3,Murder and non-negligent manslaughter,1,131867,,0.0007583398424,,132326
2001,CO,6031,Kings,10,San Joaquin Valley,4,Robbery,62,131867,,0.04701707023,,132326
2001,CO,6031,Kings,10,San Joaquin Valley,5,Violent crime total,340,131867,2.578355464,0.2578355464,0.417705724,132326
2001,CO,6033,Lake,5,North Coast,1,Aggravated assault,173,59393,,0.2912801172,,59893
2001,CO,6033,Lake,5,North Coast,2,Forcible rape,17,59393,,0.02862290169,,59893
2001,CO,6033,Lake,5,North Coast,3,Murder and non-negligent manslaughter,1,59393,,0.001683700099,,59893
2001,CO,6033,Lake,5,North Coast,4,Robbery,22,59393,,0.03704140219,,59893
2001,CO,6033,Lake,5,North Coast,5,Violent crime total,213,59393,3.586281212,0.3586281212,0.58099444,59893
2001,CO,6035,Lassen,6,Northeast Sierra,1,Aggravated assault,57,34457,,0.1654235714,,33696
2001,CO,6035,Lassen,6,Northeast Sierra,2,Forcible rape,11,34457,,0.03192384711,,33696
2001,CO,6035,Lassen,6,Northeast Sierra,3,Murder and non-negligent manslaughter,,34457,,0,,33696
2001,CO,6035,Lassen,6,Northeast Sierra,4,Robbery,4,34457,,0.01160867168,,33696
2001,CO,6035,Lassen,6,Northeast Sierra,5,Violent crime total,72,34457,2.089560902,0.2089560902,0.338518704,33696
2001,CO,6037,Los Angeles,14,Southern California,1,Aggravated assault,55730,9696252,,0.5747581643,,9634646
2001,CO,6037,Los Angeles,14,Southern California,2,Forcible rape,2790,9696252,,0.02877400464,,9634646
2001,CO,6037,Los Angeles,14,Southern California,3,Murder and non-negligent manslaughter,1074,9696252,,0.0110764448,,9634646
2001,CO,6037,Los Angeles,14,Southern California,4,Robbery,30254,9696252,,0.3120174682,,9634646
2001,CO,6037,Los Angeles,14,Southern California,5,Violent crime total,89848,9696252,9.266260819,0.9266260819,1.501177878,9634646
2001,CO,6039,Madera,10,San Joaquin Valley,1,Aggravated assault,459,125397,,0.366037465,,126414
2001,CO,6039,Madera,10,San Joaquin Valley,2,Forcible rape,45,125397,,0.03588602598,,126414
2001,CO,6039,Madera,10,San Joaquin Valley,3,Murder and non-negligent manslaughter,14,125397,,0.01116454142,,126414
2001,CO,6039,Madera,10,San Joaquin Valley,4,Robbery,152,125397,,0.1212150211,,126414
2001,CO,6039,Madera,10,San Joaquin Valley,5,Violent crime total,670,125397,5.343030535,0.5343030535,0.865596101,126414
2001,CO,6041,Marin,1,Bay Area,1,Aggravated assault,387,230379,,0.167984061,,247579
2001,CO,6041,Marin,1,Bay Area,2,Forcible rape,59,230379,,0.02560997313,,247579
2001,CO,6041,Marin,1,Bay Area,3,Murder and non-negligent manslaughter,2,230379,,0.0008681346824,,247579
2001,CO,6041,Marin,1,Bay Area,4,Robbery,118,230379,,0.05121994626,,247579
2001,CO,6041,Marin,1,Bay Area,5,Violent crime total,566,230379,2.456821151,0.2456821151,0.398016593,247579
2001,CO,6043,Mariposa,3,Central/Southeast Sierra,1,Aggravated assault,52,17448,,0.2980284273,,17264
2001,CO,6043,Mariposa,3,Central/Southeast Sierra,2,Forcible rape,5,17448,,0.02865657955,,17264
2001,CO,6043,Mariposa,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,,17448,,0,,17264
2001,CO,6043,Mariposa,3,Central/Southeast Sierra,4,Robbery,4,17448,,0.02292526364,,17264
2001,CO,6043,Mariposa,3,Central/Southeast Sierra,5,Violent crime total,61,17448,3.496102705,0.3496102705,0.566385098,17264
2001,CO,6045,Mendocino,5,North Coast,1,Aggravated assault,387,87868,,0.4404333773,,87076
2001,CO,6045,Mendocino,5,North Coast,2,Forcible rape,38,87868,,0.04324668821,,87076
2001,CO,6045,Mendocino,5,North Coast,3,Murder and non-negligent manslaughter,4,87868,,0.00455228297,,87076
2001,CO,6045,Mendocino,5,North Coast,4,Robbery,39,87868,,0.04438475896,,87076
2001,CO,6045,Mendocino,5,North Coast,5,Violent crime total,468,87868,5.326171075,0.5326171075,0.86286479,87076
2001,CO,6047,Merced,10,San Joaquin Valley,1,Aggravated assault,1076,214467,,0.5017088876,,217111
2001,CO,6047,Merced,10,San Joaquin Valley,2,Forcible rape,67,214467,,0.03124023743,,217111
2001,CO,6047,Merced,10,San Joaquin Valley,3,Murder and non-negligent manslaughter,5,214467,,0.002331361002,,217111
2001,CO,6047,Merced,10,San Joaquin Valley,4,Robbery,176,214467,,0.08206390727,,217111
2001,CO,6047,Merced,10,San Joaquin Valley,5,Violent crime total,1324,214467,6.173443933,0.6173443933,1.000126981,217111
2001,CO,6049,Modoc,6,Northeast Sierra,1,Aggravated assault,6,9625,,0.06233766234,,9445
2001,CO,6049,Modoc,6,Northeast Sierra,2,Forcible rape,3,9625,,0.03116883117,,9445
2001,CO,6049,Modoc,6,Northeast Sierra,3,Murder and non-negligent manslaughter,1,9625,,0.01038961039,,9445
2001,CO,6049,Modoc,6,Northeast Sierra,4,Robbery,,9625,,0,,9445
2001,CO,6049,Modoc,6,Northeast Sierra,5,Violent crime total,10,9625,1.038961039,0.1038961039,0.16831658,9445
2001,CO,6051,Mono,3,Central/Southeast Sierra,1,Aggravated assault,17,13092,,0.1298502903,,13166
2001,CO,6051,Mono,3,Central/Southeast Sierra,2,Forcible rape,4,13092,,0.03055300947,,13166
2001,CO,6051,Mono,3,Central/Southeast Sierra,3,Murder and non-negligent manslaughter,,13092,,0,,13166
2001,CO,6051,Mono,3,Central/Southeast Sierra,4,Robbery,8,13092,,0.06110601894,,13166
2001,CO,6051,Mono,3,Central/Southeast Sierra,5,Violent crime total,29,13092,2.215093187,0.2215093187,0.358855525,13166
2001,CO,6053,Monterey,4,Monterey Bay,1,Aggravated assault,1514,409228,,0.3699649095,,406005
2001,CO,6053,Monterey,4,Monterey Bay,2,Forcible rape,116,409228,,0.02834605648,,406005
2001,CO,6053,Monterey,4,Monterey Bay,3,Murder and non-negligent manslaughter,26,409228,,0.006353426452,,406005
2001,CO,6053,Monterey,4,Monterey Bay,4,Robbery,628,409228,,0.1534596851,,406005
2001,CO,6053,Monterey,4,Monterey Bay,5,Violent crime total,2284,409228,5.581240775,0.5581240775,0.904187282,406005
2001,CO,6055,Napa,1,Bay Area,1,Aggravated assault,272,126589,,0.2148685905,,126230
2001,CO,6055,Napa,1,Bay Area,2,Forcible rape,36,126589,,0.02843848992,,126230
2001,CO,6055,Napa,1,Bay Area,3,Murder and non-negligent manslaughter,1,126589,,0.0007899580532,,126230
2001,CO,6055,Napa,1,Bay Area,4,Robbery,52,126589,,0.04107781877,,126230
2001,CO,6055,Napa,1,Bay Area,5,Violent crime total,361,126589,2.851748572,0.2851748572,0.461996695,126230
2001,CO,6057,Nevada,6,Northeast Sierra,1,Aggravated assault,118,93743,,0.1258760654,,93371
2001,CO,6057,Nevada,6,Northeast Sierra,2,Forcible rape,31,93743,,0.03306913583,,93371
2001,CO,6057,Nevada,6,Northeast Sierra,3,Murder and non-negligent manslaughter,6,93743,,0.006400477902,,93371
2001,CO,6057,Nevada,6,Northeast Sierra,4,Robbery,17,93743,,0.01813468739,,93371
2001,CO,6057,Nevada,6,Northeast Sierra,5,Violent crime total,172,93743,1.834803665,0.1834803665,0.297246832,93371
2001,CO,6059,Orange,14,Southern California,1,Aggravated assault,4861,2899185,,0.1676678101,,2887067
2001,CO,6059,Orange,14,Southern California,2,Forcible rape,440,2899185,,0.01517667896,,2887067
2001,CO,6059,Orange,14,Southern California,3,Murder and non-negligent manslaughter,63,2899185,,0.002173024488,,2887067
2001,CO,6059,Orange,14,Southern California,4,Robbery,3184,2899185,,0.1098239678,,2887067
2001,CO,6059,Orange,14,Southern California,5,Violent crime total,8548,2899185,2.948414813,0.2948414813,0.477657081,2887067
2001,CO,6061,Placer,8,Sacramento Area,1,Aggravated assault,334,253015,,0.1320079837,,264569
2001,CO,6061,Placer,8,Sacramento Area,2,Forcible rape,45,253015,,0.01778550679,,264569
2001,CO,6061,Placer,8,Sacramento Area,3,Murder and non-negligent manslaughter,3,253015,,0.001185700453,,264569
2001,CO,6061,Placer,8,Sacramento Area,4,Robbery,83,253015,,0.03280437919,,264569
2001,CO,6061,Placer,8,Sacramento Area,5,Violent crime total,465,253015,1.837835701,0.1837835701,0.297738036,264569
2001,CO,6063,Plumas,6,Northeast Sierra,1,Aggravated assault,50,21211,,0.2357267456,,20692
2001,CO,6063,Plumas,6,Northeast Sierra,2,Forcible rape,10,21211,,0.04714534911,,20692
2001,CO,6063,Plumas,6,Northeast Sierra,3,Murder and non-negligent manslaughter,1,21211,,0.004714534911,,20692
2001,CO,6063,Plumas,6,Northeast Sierra,4,Robbery,,21211,,0,,20692
2001,CO,6063,Plumas,6,Northeast Sierra,5,Violent crime total,61,21211,2.875866296,0.2875866296,0.465903879,20692
2001,CO,6065,Riverside,14,Southern California,1,Aggravated assault,6972,1574107,,0.442917794,,1622500
2001,CO,6065,Riverside,14,Southern California,2,Forcible rape,450,1574107,,0.02858763731,,1622500
